/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/192.jpg 1 129 54 39 46
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/22.jpg 1 86 87 140 143
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_0.jpg 1 118 55 54 57
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_1.jpg 1 104 55 69 65
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_10.jpg 1 63 64 107 107
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_102.jpg 1 153 55 60 74
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_104.jpg 1 111 53 63 75
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_107.jpg 1 63 57 75 82
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_108.jpg 1 34 58 63 78
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_109.jpg 1 23 66 86 97
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_11.jpg 1 71 69 99 102
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_110.jpg 1 98 65 106 114
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_111.jpg 1 110 65 97 119
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_112.jpg 1 81 66 112 117
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_113.jpg 1 41 72 112 112
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_115.jpg 1 4 81 98 107
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_116.jpg 1 3 72 114 121
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_117.jpg 1 64 70 101 107
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_118.jpg 1 60 82 147 144
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_119.jpg 1 52 85 155 142
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_12.jpg 1 115 54 61 68
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_13.jpg 1 111 52 63 70
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_130.jpg 1 58 57 71 75
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_131.jpg 1 134 50 45 52
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_132.jpg 1 129 51 48 54
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_134.jpg 1 181 49 46 50
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_135.jpg 1 174 48 49 55
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_136.jpg 1 112 50 44 51
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_137.jpg 1 108 48 45 51
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_138.jpg 1 71 46 49 62
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_14.jpg 1 118 57 58 65
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_140.jpg 1 121 58 82 82
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_141.jpg 1 123 58 80 82
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_142.jpg 1 121 57 83 83
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_143.jpg 1 128 56 74 83
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_144.jpg 1 117 57 84 80
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_145.jpg 1 127 58 76 78
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_146.jpg 1 125 55 76 82
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_147.jpg 1 128 60 73 78
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_148.jpg 1 130 59 73 77
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_149.jpg 1 126 60 76 77
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_15.jpg 1 126 56 49 59
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_150.jpg 1 148 51 43 38
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_151.jpg 1 143 45 48 48
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_152.jpg 1 143 48 47 50
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_153.jpg 1 140 46 50 54
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_154.jpg 1 147 51 42 46
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_155.jpg 1 141 47 50 52
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_156.jpg 1 143 48 44 45
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_157.jpg 1 143 51 43 42
/home/nikolas/Documents/pedestrian_detection_classifier-main/positive/pedestrian_158.jpg 1 143 48 45 44
